Bath,Bed,Fireplaces,LotArea,SalePrice,SaleType,Sq. Ft.,Stories,YearBuilt
2.0,4.0,1.0,1588.0,134432.0,WD,17120,1.5Fin,1959.0
2.0,2.0,0.0,1496.0,125000.0,WD,7175,1Story,1984.0
2.0,3.0,0.0,1927.0,123000.0,WD,10634,1Story,1953.0
2.5,4.0,1.0,2775.0,219500.0,WD,8200,2Story,2003.0
1.5,1.0,0.0,1587.0,61000.0,WD,10020,1Story,1922.0
1.0,2.0,0.0,1784.0,148000.0,WD,8846,SFoyer,1996.0
3.0,4.0,1.0,4046.0,340000.0,WD,11143,2Story,2004.0
2.5,1.0,1.0,3712.0,394432.0,New,11394,1Story,2010.0
2.5,3.0,1.0,2782.0,179000.0,WD,8123,2Story,2000.0
2.0,3.0,1.0,2717.0,127000.0,WD,5000,1.5Fin,1924.0
3.0,2.0,1.0,2594.0,187750.0,New,7200,1Story,2006.0
2.5,3.0,0.0,2736.0,213500.0,WD,9245,2Story,2006.0
1.0,2.0,0.0,1568.0,76000.0,WD,9000,1.5Unf,1928.0
3.5,3.0,2.0,3533.0,240000.0,WD,53107,2Story,1992.0
2.0,2.0,1.0,2525.0,192000.0,WD,3182,1Story,2004.0
1.0,5.0,0.0,1842.0,81000.0,WD,8410,1.5Fin,1910.0
2.0,3.0,1.0,2166.0,125000.0,WD,7200,SLvl,1976.0
2.0,3.0,0.0,2947.0,191000.0,WD,9382,1Story,1999.0
3.5,3.0,1.0,4014.0,426000.0,New,12474,2Story,2007.0
2.0,4.0,0.0,2228.0,119000.0,WD,8405,1.5Fin,1900.0
3.5,3.0,1.0,2765.0,215000.0,WD,12209,2Story,2001.0
1.0,3.0,0.0,882.0,106500.0,WD,8339,1Story,1959.0
1.0,2.0,2.0,1576.0,100000.0,WD,7446,1Story,1941.0
1.0,2.0,0.0,1769.0,109000.0,WD,10134,1.5Fin,1940.0
2.0,3.0,0.0,2288.0,129000.0,WD,9571,1Story,1956.0
1.0,2.0,0.0,1788.0,123000.0,WD,7200,1Story,1972.0
2.0,4.0,1.0,2676.0,169500.0,WD,7590,2Story,1962.0
1.0,2.0,0.0,2038.0,67000.0,WD,8967,1Story,1920.0
3.0,2.0,0.0,2642.0,241000.0,WD,8125,2Story,2006.0
2.5,1.0,2.0,2548.0,245500.0,WD,14963,1Story,1996.0
2.0,3.0,1.0,2620.0,164990.0,New,8767,1Story,2005.0
1.0,2.0,0.0,1344.0,108000.0,WD,10200,1Story,1940.0
2.5,4.0,1.0,3404.0,258000.0,WD,12090,2Story,1998.0
2.5,3.0,1.0,2378.0,168000.0,WD,10364,2Story,1995.0
3.0,3.0,1.0,2901.0,150000.0,WD,9991,1Story,1976.0
1.0,3.0,0.0,2703.0,115000.0,WD,10480,1.5Fin,1936.0
2.0,4.0,0.0,2520.0,177000.0,WD,15576,2Story,1915.0
2.5,3.0,1.0,3235.0,280000.0,New,14154,2Story,2006.0
3.5,3.0,1.0,3112.0,339750.0,New,10800,2Story,2007.0
1.0,3.0,0.0,2552.0,60000.0,COD,9571,1Story,1958.0
2.0,3.0,0.0,2112.0,145000.0,WD,34650,1Story,1955.0
3.5,2.0,1.0,2948.0,222000.0,New,4403,1Story,2009.0
1.0,2.0,1.0,2036.0,115000.0,WD,8960,1Story,1927.0
3.0,3.0,1.0,3177.0,228000.0,WD,11228,2Story,1993.0
2.0,3.0,0.0,2680.0,181134.0,New,8899,1Story,2007.0
1.5,3.0,1.0,2072.0,149500.0,WD,7844,2Story,1978.0
3.5,4.0,1.0,3994.0,239000.0,WD,22420,2Story,1918.0
2.5,3.0,0.0,1890.0,126000.0,WD,8160,1.5Fin,1940.0
2.0,3.0,1.0,2112.0,142000.0,WD,8450,1Story,1968.0
4.0,2.0,0.0,2688.0,206300.0,WD,7060,SFoyer,1997.0
2.5,3.0,1.0,3204.0,215000.0,WD,16635,1Story,1977.0
1.0,2.0,0.0,1976.0,113000.0,WD,21750,1Story,1954.0
3.5,4.0,1.0,4100.0,315000.0,WD,9200,2Story,1998.0
2.0,2.0,1.0,2392.0,139000.0,WD,9000,1Story,1956.0
1.5,3.0,2.0,2040.0,135000.0,WD,3378,2Story,1946.0
3.5,2.0,1.0,3162.0,275000.0,WD,12800,SLvl,1989.0
1.0,3.0,0.0,1814.0,109008.0,WD,8593,1Story,1957.0
3.0,2.0,0.0,2416.0,195400.0,New,6762,1Story,2007.0
3.0,3.0,1.0,2804.0,175000.0,WD,11457,1Story,1988.0
1.5,2.0,0.0,1470.0,85400.0,COD,1680,2Story,1971.0
1.0,4.0,0.0,2099.0,79900.0,ConLD,5586,1.5Fin,1920.0
2.5,2.0,0.0,2130.0,122500.0,WD,1920,2Story,1971.0
2.5,3.0,1.0,2530.0,181000.0,WD,10839,2Story,1997.0
2.0,1.0,0.0,1260.0,81000.0,WD,1890,SFoyer,1972.0
3.5,3.0,1.0,2460.0,212000.0,ConLw,10667,2Story,1996.0
1.0,2.0,0.0,1766.0,116000.0,WD,4400,1.5Fin,1920.0
1.0,2.0,0.0,1788.0,119000.0,WD,6000,1.5Unf,1926.0
1.0,2.0,1.0,1134.0,90350.0,WD,4280,1Story,1913.0
1.0,3.0,0.0,1880.0,110000.0,ConLI,12354,1.5Fin,1920.0
3.0,2.0,2.0,5496.0,555000.0,WD,15431,1Story,2008.0
2.0,4.0,0.0,2880.0,118000.0,WD,12108,1Story,1955.0
2.0,3.0,1.0,2651.0,162900.0,WD,6240,1.5Fin,1930.0
2.0,2.0,1.0,2516.0,172500.0,New,3922,1Story,2006.0
3.5,4.0,1.0,2823.0,210000.0,WD,8750,2Story,1994.0
1.0,3.0,1.0,3125.0,127500.0,COD,9855,1Story,1956.0
2.5,2.0,1.0,3405.0,190000.0,WD,16492,1Story,1966.0
2.5,4.0,1.0,2816.0,199900.0,WD,11214,2Story,1998.0
2.0,3.0,1.0,2156.0,119500.0,WD,8600,1.5Fin,1937.0
1.5,2.0,0.0,1832.0,120000.0,WD,6000,1.5Fin,1948.0
1.0,2.0,0.0,1626.0,110000.0,WD,5684,1Story,1930.0
3.0,2.0,2.0,3066.0,280000.0,WD,70761,1Story,1975.0
3.5,3.0,0.0,2628.0,204000.0,WD,9303,2Story,1996.0
2.5,3.0,0.0,2358.0,210000.0,WD,9000,2Story,2008.0
4.0,4.0,0.0,3456.0,188000.0,WD,9297,1Story,1976.0
1.5,3.0,1.0,2484.0,175500.0,WD,9600,1Story,1973.0
1.0,4.0,0.0,1968.0,98000.0,COD,4571,2Story,1916.0
2.0,2.0,2.0,3027.0,256000.0,WD,53227,1Story,1954.0
1.0,3.0,1.0,2254.0,161000.0,WD,5100,2Story,1925.0
2.0,3.0,1.0,1912.0,110000.0,WD,7015,1.5Fin,1950.0
3.5,3.0,0.0,2767.0,263435.0,New,8004,2Story,2009.0
2.0,3.0,0.0,1695.0,155000.0,WD,7200,2Story,1936.0
1.0,3.0,1.0,1728.0,62383.0,WD,8281,1Story,1965.0
1.5,3.0,1.0,2375.0,188700.0,WD,11988,2Story,1934.0
2.0,3.0,0.0,2080.0,124000.0,WD,8430,1Story,1978.0
2.0,2.0,1.0,2789.0,178740.0,WD,3072,1Story,2004.0
2.0,2.0,1.0,2554.0,167000.0,WD,10628,1Story,1970.0
1.5,3.0,2.0,2372.0,146500.0,WD,9480,2Story,1942.0
2.0,3.0,1.0,3260.0,250000.0,WD,11428,1Story,2006.0
2.5,3.0,0.0,2542.0,187000.0,WD,9291,2Story,1993.0
2.5,1.0,0.0,2990.0,212000.0,WD,6820,1Story,1985.0
2.5,3.0,1.0,2777.0,190000.0,WD,11952,2Story,1977.0
2.0,2.0,0.0,1619.0,148000.0,WD,3675,SLvl,2005.0
3.0,2.0,1.0,3952.0,440000.0,New,14977,1Story,2006.0
3.0,2.0,0.0,3146.0,251000.0,WD,5330,1Story,2000.0
2.0,2.0,0.0,1940.0,132500.0,WD,8480,1Story,1963.0
3.0,3.0,1.0,2971.0,208900.0,WD,13125,1Story,1997.0
2.5,3.0,1.0,4796.0,380000.0,WD,13693,2Story,2006.0
3.0,3.0,1.0,3423.0,297000.0,WD,10637,1Story,2007.0
1.0,2.0,0.0,2038.0,89471.0,WD,5925,1Story,1937.0
3.0,3.0,1.0,3683.0,326000.0,WD,16033,1Story,2004.0
3.0,2.0,1.0,3584.0,374000.0,WD,11846,1Story,2003.0
2.5,4.0,1.0,2736.0,155000.0,WD,2500,2Story,1915.0
3.0,2.0,0.0,2432.0,164000.0,WD,4500,1Story,1998.0
2.0,3.0,0.0,1998.0,132500.0,WD,7758,1Story,1962.0
1.0,3.0,1.0,2226.0,147000.0,WD,9600,1Story,1950.0
2.5,3.0,0.0,2146.0,156000.0,WD,10289,1Story,1965.0
2.0,3.0,1.0,2968.0,175000.0,WD,12243,1Story,1971.0
2.0,3.0,1.0,3368.0,160000.0,ConLD,10800,1.5Fin,1900.0
2.0,1.0,0.0,1260.0,86000.0,WD,1526,SFoyer,1970.0
1.5,3.0,1.0,1568.0,115000.0,WD,2665,2Story,1976.0
2.0,3.0,2.0,2384.0,133000.0,WD,9490,1.5Fin,1941.0
2.5,3.0,0.0,2184.0,172785.0,New,15578,2Story,2006.0
1.5,3.0,1.0,2538.0,155000.0,WD,7931,1Story,1960.0
1.0,2.0,0.0,1076.0,91300.0,WD,5784,1Story,1938.0
1.0,2.0,0.0,1440.0,34900.0,WD,7879,1Story,1920.0
4.0,4.0,1.0,6428.0,430000.0,WD,12692,1Story,1992.0
3.0,4.0,0.0,2846.0,184000.0,WD,9120,1.5Fin,1925.0
1.0,3.0,0.0,1763.0,130000.0,WD,7800,1Story,1967.0
1.5,2.0,0.0,1824.0,120000.0,WD,7535,1Story,1958.0
1.5,3.0,0.0,1890.0,113000.0,WD,1890,2Story,1973.0
2.5,3.0,0.0,2634.0,226700.0,WD,9803,2Story,2005.0
2.0,2.0,0.0,2428.0,140000.0,WD,9170,1Story,1965.0
3.0,1.0,2.0,3302.0,289000.0,WD,15602,1Story,1959.0
3.0,3.0,1.0,2177.0,147000.0,WD,2308,2Story,1974.0
2.0,4.0,0.0,2920.0,124500.0,COD,7596,2Story,1952.0
2.5,3.0,1.0,2688.0,215000.0,WD,9554,2Story,1993.0
2.0,2.0,0.0,2436.0,208300.0,New,7862,1Story,2009.0
2.0,3.0,1.0,2067.0,161000.0,WD,9600,2Story,1928.0
2.0,3.0,0.0,2082.0,124500.0,WD,9600,1Story,1959.0
2.0,2.0,2.0,2371.0,164900.0,WD,14559,1Story,1951.0
2.0,2.0,1.0,2736.0,202665.0,New,6792,1Story,2005.0
2.0,3.0,0.0,1728.0,129900.0,WD,9100,1Story,1958.0
1.5,3.0,0.0,2164.0,134000.0,WD,9187,1Story,1983.0
1.0,2.0,0.0,1557.0,96500.0,WD,10594,1.5Unf,1926.0
3.5,3.0,1.0,4026.0,402861.0,New,12220,1Story,2009.0
2.5,3.0,1.0,2808.0,158000.0,COD,10448,SLvl,1972.0
2.5,3.0,1.0,3608.0,265000.0,WD,10208,2Story,1996.0
3.5,3.0,0.0,2590.0,211000.0,WD,9531,2Story,1998.0
1.5,3.0,2.0,3356.0,234000.0,WD,10918,2Story,1926.0
2.0,3.0,0.0,1294.0,106250.0,WD,10800,2Story,1900.0
1.5,3.0,2.0,2488.0,150000.0,WD,11988,1Story,1957.0
2.0,3.0,2.0,2668.0,159000.0,WD,5000,1.5Fin,1947.0
4.5,3.0,1.0,7814.0,184750.0,New,40094,2Story,2007.0
3.5,3.0,1.0,3777.0,315750.0,WD,11787,2Story,1996.0
2.0,3.0,1.0,2523.0,176000.0,WD,7500,1Story,2005.0
1.0,2.0,0.0,1856.0,132000.0,WD,13300,1Story,1956.0
3.5,3.0,1.0,4165.0,446261.0,New,14948,2Story,2008.0
2.0,2.0,0.0,1133.0,86000.0,WD,9098,1Story,1920.0
4.0,4.0,2.0,4550.0,200624.0,WD,32668,1Story,1957.0
3.0,3.0,1.0,2970.0,175000.0,WD,10200,SLvl,1988.0
2.0,3.0,0.0,1973.0,128000.0,WD,6155,2Story,1920.0
1.0,2.0,1.0,827.0,107500.0,WD,7200,1Story,1955.0
1.0,1.0,0.0,334.0,39300.0,WD,5000,1Story,1946.0
2.5,3.0,1.0,2121.0,178000.0,WD,9056,2Story,2004.0
2.0,3.0,0.0,2464.0,107500.0,WD,7000,2Story,1910.0
2.5,3.0,0.0,2604.0,188000.0,WD,8924,2Story,1998.0
1.0,3.0,0.0,1728.0,111250.0,COD,12735,1Story,1972.0
1.5,3.0,1.0,2210.0,158000.0,WD,11553,1Story,1968.0
3.0,3.0,1.0,3182.0,272000.0,WD,11423,1Story,2001.0
3.0,2.0,1.0,3676.0,315000.0,WD,14601,1Story,2006.0
2.5,4.0,1.0,3254.0,248000.0,WD,11000,2Story,2000.0
3.0,3.0,1.0,3330.0,213250.0,WD,10140,1Story,1998.0
2.0,1.0,0.0,1490.0,133000.0,WD,4058,SFoyer,1998.0
3.5,3.0,1.0,2150.0,179665.0,New,17104,2Story,2006.0
2.5,4.0,0.0,3387.0,229000.0,WD,13837,1.5Fin,1988.0
1.5,3.0,1.0,2700.0,210000.0,WD,8737,1.5Fin,1923.0
2.0,2.0,0.0,1536.0,129500.0,WD,7244,SFoyer,1970.0
2.0,2.0,0.0,1650.0,125000.0,WD,8235,1Story,1955.0
2.5,4.0,1.0,3006.0,263000.0,WD,9375,2Story,2003.0
2.0,2.0,0.0,2138.0,140000.0,COD,4043,1Story,1977.0
1.0,3.0,0.0,1856.0,112500.0,WD,6000,1Story,1957.0
2.0,3.0,1.0,3426.0,255500.0,WD,11146,1Story,2006.0
2.0,2.0,0.0,1126.0,108000.0,WD,8777,1Story,1949.0
3.5,3.0,1.0,3044.0,284000.0,WD,10625,2Story,2003.0
1.0,2.0,1.0,2041.0,113000.0,WD,6380,1.5Unf,1922.0
2.0,2.0,1.0,2184.0,141000.0,WD,14850,1Story,1957.0
1.5,3.0,0.0,1973.0,108000.0,COD,11040,1.5Fin,1920.0
3.0,3.0,1.0,2175.0,175000.0,WD,21872,2Story,1996.0
2.0,2.0,1.0,2931.0,234000.0,WD,3196,1Story,2003.0
2.5,3.0,1.0,2784.0,121500.0,WD,11341,1Story,1957.0
2.0,2.0,1.0,2778.0,170000.0,WD,10010,1Story,1974.0
2.0,3.0,1.0,1992.0,108000.0,WD,13907,1Story,1940.0
2.0,4.0,1.0,2837.0,185000.0,WD,21780,1.5Fin,1918.0
3.5,4.0,1.0,3390.0,268000.0,WD,13346,2Story,1992.0
2.5,4.0,0.0,2453.0,128000.0,WD,6858,2Story,1915.0
2.5,4.0,1.0,3626.0,325000.0,WD,11198,2Story,2005.0
2.0,3.0,0.0,3052.0,214000.0,WD,10171,1Story,2004.0
2.5,1.0,1.0,3628.0,316600.0,WD,12327,1.5Fin,1983.0
2.0,2.0,2.0,1886.0,135960.0,WD,7032,SFoyer,1979.0
2.0,6.0,0.0,3456.0,142600.0,WD,13101,1Story,1965.0
2.0,2.0,0.0,1728.0,120000.0,WD,7332,1Story,1959.0
2.5,3.0,0.0,2538.0,224500.0,New,13159,2Story,2009.0
2.5,3.0,1.0,1814.0,170000.0,WD,9967,SLvl,2000.0
1.5,3.0,0.0,1481.0,139000.0,WD,10500,SLvl,1971.0
1.0,2.0,0.0,2048.0,118500.0,COD,8480,1.5Fin,1947.0
2.5,3.0,1.0,2338.0,145000.0,WD,6292,1.5Fin,1928.0
2.0,3.0,2.0,2484.0,164500.0,WD,11777,SLvl,1966.0
2.0,2.0,0.0,2081.0,146000.0,WD,3604,2Story,2007.0
2.0,4.0,0.0,2845.0,131500.0,WD,12150,1.5Fin,1954.0
1.5,3.0,2.0,2573.0,181900.0,WD,14585,1Story,1960.0
2.5,3.0,1.0,4084.0,253293.0,New,12704,1Story,2008.0
2.0,3.0,0.0,1632.0,118500.0,WD,11841,SFoyer,1990.0
3.5,3.0,1.0,4012.0,325000.0,WD,13500,2.5Unf,1893.0
1.0,3.0,0.0,2457.0,133000.0,WD,6120,1.5Fin,1935.0
3.0,2.0,2.0,3896.0,369900.0,New,11443,1Story,2005.0
2.0,2.0,0.0,1654.0,130000.0,WD,10267,1Story,1918.0
2.0,2.0,0.0,1700.0,137000.0,WD,8740,SFoyer,1982.0
3.0,1.0,2.0,2910.0,143000.0,WD,25095,1Story,1968.0
1.0,2.0,0.0,1677.0,79500.0,WD,9100,1Story,1930.0
2.5,3.0,0.0,2352.0,185900.0,WD,8320,2Story,2004.0
3.5,3.0,1.0,4018.0,451950.0,ConLI,13478,2Story,2008.0
2.0,2.0,0.0,1632.0,138000.0,WD,6600,1Story,1982.0
2.0,1.0,0.0,1696.0,140000.0,WD,4435,1Story,2003.0
1.0,3.0,0.0,1848.0,110000.0,WD,7990,1Story,1975.0
3.0,3.0,1.0,3640.0,319000.0,New,11302,1Story,2005.0
1.0,3.0,0.0,2052.0,114504.0,WD,3600,2Story,1910.0
2.0,2.0,1.0,2660.0,194201.0,New,3922,1Story,2006.0
3.0,3.0,1.0,3077.0,217500.0,WD,12984,1Story,1977.0
3.5,3.0,1.0,2272.0,151000.0,COD,1950,2Story,1980.0
3.5,3.0,1.0,2962.0,275000.0,WD,10927,2Story,2005.0
1.5,3.0,1.0,2155.0,141000.0,WD,9000,1.5Fin,1937.0
3.5,3.0,1.0,2823.0,220000.0,WD,10041,2Story,1992.0
2.5,2.0,0.0,1800.0,151000.0,WD,3182,2Story,2004.0
3.0,3.0,1.0,2988.0,221000.0,WD,12803,1Story,2002.0
2.5,3.0,3.0,2754.0,205000.0,WD,13600,2Story,1965.0
2.0,3.0,0.0,2080.0,152000.0,WD,12464,1Story,1996.0
4.0,3.0,0.0,2904.0,225000.0,WD,7800,2Story,1948.0
2.5,4.0,2.0,4159.0,359100.0,WD,12168,2Story,1934.0
2.0,3.0,0.0,2058.0,118500.0,WD,7943,1Story,1961.0
3.5,3.0,2.0,3593.0,313000.0,WD,11050,2Story,2000.0
2.5,3.0,1.0,2064.0,148000.0,WD,10395,SLvl,1978.0
3.5,3.0,1.0,3171.0,261500.0,WD,11885,2Story,2001.0
1.0,3.0,0.0,2240.0,147000.0,New,8402,1Story,2007.0
2.0,1.0,0.0,1260.0,75500.0,WD,1491,SFoyer,1972.0
2.0,3.0,0.0,1990.0,137500.0,WD,8800,SFoyer,1963.0
3.5,3.0,1.0,2292.0,183200.0,WD,7861,2Story,2002.0
1.0,2.0,0.0,1664.0,105500.0,WD,7227,1.5Unf,1954.0
2.0,3.0,1.0,3650.0,314813.0,New,11694,1Story,2007.0
3.5,4.0,2.0,3744.0,305000.0,WD,12244,2Story,2003.0
2.0,2.0,0.0,1728.0,67000.0,WD,8248,1Story,1914.0
2.5,4.0,1.0,4136.0,240000.0,WD,10800,2Story,1974.0
1.0,3.0,0.0,1960.0,135000.0,WD,7064,1Story,1977.0
2.5,2.0,1.0,2268.0,168500.0,WD,2117,2Story,2000.0
3.0,4.0,1.0,2522.0,165150.0,WD,10400,2Story,1972.0
1.5,3.0,0.0,2232.0,160000.0,WD,10000,1Story,1962.0
1.0,3.0,1.0,2400.0,139900.0,WD,12342,1Story,1960.0
2.0,3.0,2.0,2676.0,153000.0,WD,9600,SLvl,1955.0
2.5,5.0,2.0,3120.0,135000.0,WD,11606,2Story,1969.0
2.5,3.0,0.0,2598.0,168500.0,WD,9020,SLvl,1964.0
1.0,3.0,0.0,2386.0,124000.0,WD,9000,2Story,1880.0
2.0,2.0,1.0,3108.0,209500.0,WD,4590,1Story,2006.0
2.0,3.0,1.0,2797.0,82500.0,WD,11900,1Story,1977.0
1.5,3.0,0.0,2112.0,139400.0,WD,9250,1Story,1954.0
2.0,0.0,0.0,2112.0,144000.0,WD,6979,SFoyer,1980.0
2.0,8.0,0.0,4835.0,200000.0,WD,10896,2.5Fin,1914.0
1.0,1.0,1.0,1064.0,60000.0,ConLw,6120,1Story,1936.0
2.0,3.0,0.0,2198.0,93000.0,WD,6000,1.5Fin,1954.0
1.0,2.0,0.0,1592.0,85000.0,WD,8777,1Story,1910.0
3.0,1.0,1.0,3087.0,264561.0,New,3982,1Story,2006.0
1.5,1.0,1.0,3036.0,274000.0,WD,12677,1Story,2003.0
3.5,3.0,1.0,2986.0,226000.0,WD,7050,2Story,2001.0
3.5,4.0,3.0,4656.0,345000.0,WD,13860,SLvl,1972.0
2.5,4.0,0.0,2400.0,152000.0,WD,10793,2Story,1969.0
3.5,2.0,1.0,3532.0,370878.0,New,9187,1Story,2009.0
2.5,3.0,0.0,1962.0,143250.0,WD,10530,1Story,1971.0
1.0,3.0,0.0,1048.0,98300.0,WD,7200,1Story,1950.0
1.0,3.0,2.0,2188.0,155000.0,WD,10452,1Story,1953.0
1.5,4.0,1.0,2595.0,155000.0,WD,7700,2Story,1966.0
2.0,1.0,0.0,1260.0,84500.0,WD,1936,SFoyer,1970.0
2.5,3.0,0.0,2478.0,205950.0,WD,8125,2Story,2007.0
2.0,4.0,1.0,2265.0,108000.0,WD,9084,2Story,1940.0
2.5,2.0,1.0,2596.0,191000.0,WD,8750,2Story,1996.0
1.0,3.0,0.0,2225.0,135000.0,WD,10320,1.5Fin,1906.0
3.5,2.0,1.0,4222.0,350000.0,WD,10437,1Story,1995.0
1.5,3.0,0.0,1617.0,88000.0,WD,1680,2Story,1971.0
2.5,3.0,0.0,2106.0,145500.0,WD,10007,1Story,1959.0
1.5,3.0,1.0,2278.0,149000.0,WD,7200,2Story,1931.0
1.5,3.0,1.0,2370.0,97500.0,WD,17503,1.5Fin,1948.0
2.0,3.0,0.0,2972.0,167000.0,WD,9937,1Story,1964.0
2.5,3.0,1.0,2728.0,197900.0,WD,12384,2Story,1976.0
3.5,4.0,1.0,4077.0,402000.0,WD,46589,2Story,1994.0
2.0,2.0,2.0,2784.0,110000.0,WD,13560,1Story,1968.0
3.0,3.0,0.0,2319.0,137500.0,WD,10012,SFoyer,1972.0
2.5,1.0,1.0,4174.0,423000.0,New,20896,1Story,2005.0
2.5,3.0,1.0,3342.0,230500.0,WD,11194,2Story,2000.0
2.5,3.0,1.0,3401.0,129000.0,WD,18450,2Story,1965.0
3.0,3.0,1.0,3087.0,193500.0,WD,8125,1Story,1994.0
2.5,3.0,1.0,2625.0,168000.0,WD,14175,1Story,1956.0
1.0,2.0,1.0,1880.0,137500.0,WD,11600,1Story,1922.0
3.5,3.0,0.0,2214.0,173500.0,WD,8633,2Story,2005.0
3.0,3.0,0.0,2041.0,103600.0,WD,6629,2Story,1925.0
2.5,3.0,1.0,2416.0,165000.0,WD,11250,1Story,1977.0
3.0,3.0,2.0,3316.0,257500.0,WD,14442,1Story,1957.0
2.0,3.0,1.0,2272.0,140000.0,WD,9200,1Story,1965.0
2.5,3.0,1.0,2296.0,148500.0,WD,2289,2Story,1978.0
3.0,4.0,0.0,2869.0,87000.0,WD,9600,2Story,1900.0
1.0,2.0,0.0,1560.0,109500.0,WD,9022,1Story,1924.0
2.5,3.0,1.0,4092.0,372500.0,New,11844,1Story,2008.0
2.0,3.0,0.0,1976.0,128500.0,WD,9945,1Story,1961.0
2.0,2.0,1.0,1846.0,143000.0,WD,8012,1Story,1980.0
1.0,3.0,0.0,2313.0,159434.0,WD,4500,1.5Fin,1932.0
2.0,2.0,1.0,2582.0,173000.0,WD,2887,1Story,1996.0
3.0,3.0,1.0,3294.0,285000.0,WD,11248,1Story,2002.0
2.5,4.0,0.0,3034.0,221000.0,WD,16770,2Story,1998.0
3.0,3.0,1.0,3280.0,207500.0,WD,5062,2Story,1984.0
3.0,3.0,0.0,2635.0,227875.0,New,10207,2Story,2007.0
2.5,2.0,0.0,1653.0,148800.0,WD,5105,2Story,2004.0
3.0,2.0,1.0,2838.0,392000.0,New,8089,1Story,2007.0
2.0,2.0,1.0,2724.0,194700.0,WD,7577,1Story,2005.0
2.0,1.0,1.0,1696.0,141000.0,WD,4426,1Story,2004.0
4.0,4.0,2.0,6760.0,755000.0,WD,21535,2Story,1994.0
3.5,4.0,2.0,3729.0,335000.0,WD,26178,2Story,1989.0
1.0,2.0,0.0,2146.0,108480.0,WD,5400,1Story,1921.0
1.5,3.0,0.0,2466.0,141500.0,WD,6120,1.5Fin,1936.0
3.0,2.0,1.0,2249.0,176000.0,WD,13811,1Story,1987.0
1.0,2.0,0.0,1232.0,89000.0,WD,6000,1Story,1921.0
1.5,2.0,0.0,2128.0,123500.0,WD,6420,1Story,1952.0
2.0,3.0,1.0,1788.0,138500.0,WD,8450,1Story,1965.0
2.0,2.0,0.0,2782.0,196000.0,WD,4282,1Story,2004.0
3.0,3.0,1.0,3600.0,312500.0,WD,14331,1Story,2002.0
1.5,3.0,0.0,2328.0,140000.0,COD,9600,1Story,1969.0
2.5,4.0,1.0,3810.0,361919.0,New,12438,2Story,2006.0
2.0,4.0,1.0,2172.0,140000.0,WD,7630,2Story,1900.0
3.0,3.0,0.0,2957.0,213000.0,WD,8400,1Story,2004.0
2.0,3.0,0.0,1092.0,55000.0,WD,5600,2Story,1930.0
3.0,2.0,2.0,3467.0,302000.0,WD,115149,1Story,1971.0
3.0,2.0,1.0,2648.0,254000.0,WD,6240,1Story,2006.0
2.5,3.0,1.0,2184.0,179540.0,New,9018,2Story,2007.0
1.0,3.0,0.0,1780.0,109900.0,WD,7162,1Story,1966.0
1.0,2.0,0.0,999.0,52000.0,WD,4130,1Story,1935.0
1.0,2.0,0.0,2037.0,102776.0,WD,8712,1.5Fin,1900.0
3.0,2.0,1.0,2456.0,189000.0,WD,4671,1Story,1988.0
2.0,3.0,0.0,1920.0,129000.0,WD,9873,1Story,1970.0
2.5,3.0,0.0,2204.0,130500.0,WD,13517,2Story,1976.0
2.0,3.0,1.0,2414.0,165000.0,WD,10140,1Story,1974.0
1.5,3.0,0.0,3272.0,159500.0,WD,10800,2Story,1890.0
2.0,3.0,1.0,2354.0,157000.0,WD,10000,1Story,1973.0
3.5,3.0,1.0,3729.0,341000.0,WD,10542,2Story,1993.0
1.5,3.0,1.0,1942.0,128500.0,WD,9920,1Story,1969.0
3.0,2.0,1.0,3484.0,275000.0,WD,6563,1Story,1985.0
2.0,1.0,0.0,1696.0,143000.0,WD,4426,1Story,2004.0
1.0,3.0,0.0,1728.0,124500.0,WD,8120,1Story,1970.0
2.0,4.0,0.0,2411.0,135000.0,WD,8172,1.5Fin,1954.0
3.0,3.0,1.0,3396.0,320000.0,WD,13286,1Story,2007.0
1.0,3.0,0.0,1728.0,120500.0,WD,6960,1Story,1970.0
3.0,3.0,1.0,2560.0,222000.0,WD,21695,1Story,1988.0
3.0,2.0,0.0,2464.0,194500.0,WD,7314,1Story,2007.0
3.0,4.0,0.0,3360.0,110000.0,COD,11475,1Story,1958.0
1.0,2.0,0.0,1988.0,103000.0,WD,6240,1.5Fin,1925.0
3.0,2.0,1.0,3211.0,236500.0,WD,5389,1Story,1995.0
3.0,3.0,1.0,2014.0,187500.0,WD,9590,SLvl,2003.0
2.5,3.0,1.0,3184.0,222500.0,WD,11404,2Story,1998.0
2.0,3.0,1.0,2008.0,131400.0,WD,10000,1Story,1961.0
1.0,3.0,0.0,1896.0,108000.0,WD,8978,1Story,1968.0
1.5,2.0,2.0,2648.0,163000.0,WD,10800,2.5Unf,1914.0
2.0,2.0,0.0,1040.0,93500.0,WD,8544,1Story,1950.0
2.5,3.0,1.0,2694.0,239900.0,WD,10463,2Story,2005.0
6.0,3.0,0.0,2400.0,179000.0,WD,10800,1Story,1987.0
2.5,3.0,0.0,2592.0,190000.0,WD,9313,2Story,2004.0
2.0,2.0,0.0,1696.0,132000.0,WD,9600,2Story,1910.0
2.5,3.0,0.0,1824.0,142000.0,WD,6768,1Story,1961.0
2.0,3.0,0.0,2698.0,179000.0,WD,8450,1Story,2000.0
2.5,3.0,1.0,1984.0,175000.0,WD,12886,SLvl,1963.0
